,Review_ID,Rating,Year_Month,Reviewer_Location,Branch
38,668209978,5,2018-9,Australia,Disneyland_HongKong
39,668111738,5,2018-6,Hong Kong,Disneyland_HongKong
40,667962395,3,2019-4,United States,Disneyland_HongKong
41,667949538,5,2019-4,Australia,Disneyland_HongKong
42,667897767,4,2019-3,Philippines,Disneyland_HongKong
43,667633252,4,2019-2,United States,Disneyland_HongKong
44,667600609,4,2018-10,United Kingdom,Disneyland_HongKong
45,667509247,4,2019-4,United States,Disneyland_HongKong
46,667288224,5,2019-3,Australia,Disneyland_HongKong
47,667095433,5,2019-4,United Kingdom,Disneyland_HongKong
48,667093819,4,2019-4,Australia,Disneyland_HongKong
49,667079818,5,2019-4,Australia,Disneyland_HongKong
50,667072981,3,2019-3,Australia,Disneyland_HongKong
51,667023629,5,2019-4,United States,Disneyland_HongKong
52,666934099,5,2019-4,Singapore,Disneyland_HongKong
53,666902517,4,2019-4,Indonesia,Disneyland_HongKong
54,666756860,5,2019-2,Singapore,Disneyland_HongKong
55,666603173,5,2019-4,Qatar,Disneyland_HongKong
56,666542833,5,2019-1,United States,Disneyland_HongKong
57,666364898,3,2018-10,United States,Disneyland_HongKong
58,666362679,4,2018-9,United Kingdom,Disneyland_HongKong
59,666333440,3,2018-8,China,Disneyland_HongKong
60,666301225,5,2019-4,United Kingdom,Disneyland_HongKong
61,666297074,5,2019-1,India,Disneyland_HongKong
62,666277080,5,2019-3,United States,Disneyland_HongKong
63,666258185,3,2019-4,New Zealand,Disneyland_HongKong
64,666237713,5,2018-5,Sri Lanka,Disneyland_HongKong
65,666236967,5,2018-12,India,Disneyland_HongKong
66,666208969,5,2018-9,Australia,Disneyland_HongKong
67,666075052,4,2019-4,Hong Kong,Disneyland_HongKong
68,665910063,4,2019-3,United States,Disneyland_HongKong
69,665808902,5,2019-2,United States,Disneyland_HongKong
70,665724329,5,2019-3,Singapore,Disneyland_HongKong
71,665723381,4,2019-4,United Kingdom,Disneyland_HongKong
72,665486535,4,2019-4,Philippines,Disneyland_HongKong
73,665419841,5,2019-3,Singapore,Disneyland_HongKong
74,665245861,5,2019-4,Indonesia,Disneyland_HongKong
75,665163867,4,2019-4,Philippines,Disneyland_HongKong
76,665142678,5,2019-3,New Zealand,Disneyland_HongKong
77,665132719,5,2019-4,Uganda,Disneyland_HongKong
78,664929027,4,2019-3,Australia,Disneyland_HongKong
79,664668402,2,2019-4,Singapore,Disneyland_HongKong
80,664665673,5,2019-4,Canada,Disneyland_HongKong
81,664605295,5,2018-5,Malaysia,Disneyland_HongKong
82,664602208,5,2019-3,Hong Kong,Disneyland_HongKong
83,664599165,3,2019-4,New Zealand,Disneyland_HongKong
84,664424633,5,2019-4,Australia,Disneyland_HongKong
85,664378631,5,2019-4,India,Disneyland_HongKong
86,664132845,5,2019-4,United Kingdom,Disneyland_HongKong
87,664130489,4,2019-3,Australia,Disneyland_HongKong
88,664111486,5,2019-4,Thailand,Disneyland_HongKong
89,664091514,5,2019-4,United States,Disneyland_HongKong
90,663693003,5,2019-4,United Kingdom,Disneyland_HongKong
91,663522186,5,2019-4,Austria,Disneyland_HongKong
92,663443693,4,2019-4,Australia,Disneyland_HongKong
93,663374770,5,2019-4,United Kingdom,Disneyland_HongKong
94,663362365,2,2019-3,Canada,Disneyland_HongKong
95,663350807,5,2019-3,Indonesia,Disneyland_HongKong
96,663079041,5,2019-3,Australia,Disneyland_HongKong
97,662971560,4,2019-3,Singapore,Disneyland_HongKong
98,662786512,4,2019-3,Malaysia,Disneyland_HongKong
99,662694762,4,2019-3,United Kingdom,Disneyland_HongKong
100,662664830,3,2019-2,India,Disneyland_HongKong
101,662641193,1,2019-3,India,Disneyland_HongKong
102,662600452,4,2019-3,Singapore,Disneyland_HongKong
103,662592140,4,2019-4,United States,Disneyland_HongKong
104,662516931,5,2019-3,Australia,Disneyland_HongKong
105,662233037,5,2019-3,United Kingdom,Disneyland_HongKong
106,662156115,5,2019-3,Australia,Disneyland_HongKong
107,662013836,5,2019-3,Malaysia,Disneyland_HongKong
108,661955342,3,2019-3,Australia,Disneyland_HongKong
109,661814158,5,2019-3,Philippines,Disneyland_HongKong
110,661807684,4,2018-12,India,Disneyland_HongKong
111,661763501,5,2019-3,United States,Disneyland_HongKong
112,661743950,4,2019-3,Indonesia,Disneyland_HongKong
113,661666641,3,2019-2,Malaysia,Disneyland_HongKong
114,661255238,5,2019-3,India,Disneyland_HongKong
115,660968080,4,2019-3,United States,Disneyland_HongKong
116,660895571,5,2019-3,Hong Kong,Disneyland_HongKong
117,660868822,4,2019-3,New Zealand,Disneyland_HongKong
118,660684135,4,2019-3,Singapore,Disneyland_HongKong
119,660549776,4,2019-3,Canada,Disneyland_HongKong
120,660533490,3,2019-3,South Africa,Disneyland_HongKong
121,660438885,5,2019-2,China,Disneyland_HongKong
122,660325857,5,2019-3,Hong Kong,Disneyland_HongKong
123,660285578,2,2019-3,Canada,Disneyland_HongKong
124,660263284,5,2019-3,India,Disneyland_HongKong
125,660238861,5,2019-3,United States,Disneyland_HongKong
126,660061838,4,2019-2,Indonesia,Disneyland_HongKong
127,660034324,4,2019-3,Philippines,Disneyland_HongKong
128,659790654,5,2019-3,Indonesia,Disneyland_HongKong
129,659781438,3,2019-3,Philippines,Disneyland_HongKong
130,659769508,5,2019-2,Philippines,Disneyland_HongKong
131,659760916,4,2018-11,Hong Kong,Disneyland_HongKong
132,659729489,4,2019-3,Indonesia,Disneyland_HongKong
133,659463395,4,2019-3,Australia,Disneyland_HongKong
134,659386558,5,2019-3,Saudi Arabia,Disneyland_HongKong
135,659366150,5,2019-3,United States,Disneyland_HongKong
136,659159857,5,2019-3,Japan,Disneyland_HongKong
137,659143345,4,2019-3,Singapore,Disneyland_HongKong
138,659135851,4,2018-4,China,Disneyland_HongKong
139,659068670,5,2019-3,United Kingdom,Disneyland_HongKong
140,659035553,4,2019-3,United States,Disneyland_HongKong
141,658835883,3,2019-3,Thailand,Disneyland_HongKong
142,658827273,5,2019-3,United States,Disneyland_HongKong
143,658697573,2,2019-2,United Kingdom,Disneyland_HongKong
144,658624005,1,2019-3,United Arab Emirates,Disneyland_HongKong
145,658605834,5,2018-4,Philippines,Disneyland_HongKong
146,658533161,3,2019-3,Canada,Disneyland_HongKong
147,658356527,4,2019-3,Philippines,Disneyland_HongKong
148,658338907,4,2019-2,United States,Disneyland_HongKong
149,658336740,5,2018-10,Philippines,Disneyland_HongKong
150,658249715,4,2018-11,United States,Disneyland_HongKong
151,658211521,4,2019-3,Australia,Disneyland_HongKong
152,658205080,5,2019-3,Singapore,Disneyland_HongKong
153,658181715,5,2019-3,Philippines,Disneyland_HongKong
154,657942587,5,2019-3,Australia,Disneyland_HongKong
155,657601010,3,2018-7,Singapore,Disneyland_HongKong
156,657514703,5,2019-2,China,Disneyland_HongKong
157,657505142,4,2019-3,Australia,Disneyland_HongKong
158,657475578,5,2019-1,Hong Kong,Disneyland_HongKong
159,657429846,4,2019-3,United States,Disneyland_HongKong
160,656907182,5,2019-2,United Kingdom,Disneyland_HongKong
161,656647372,2,2018-11,Singapore,Disneyland_HongKong
162,656488720,5,2018-4,Australia,Disneyland_HongKong
163,656267615,5,2019-2,Indonesia,Disneyland_HongKong
164,656184418,5,2019-2,Australia,Disneyland_HongKong
165,656142751,5,2018-12,Canada,Disneyland_HongKong
166,656000962,5,2019-2,United States,Disneyland_HongKong
167,655940742,2,2019-2,Australia,Disneyland_HongKong
168,655933981,4,2019-2,India,Disneyland_HongKong
169,655891314,5,2019-1,New Zealand,Disneyland_HongKong
170,655849465,3,2019-2,United Kingdom,Disneyland_HongKong
171,655727862,4,2018-8,United Arab Emirates,Disneyland_HongKong
172,655549218,5,2019-1,Indonesia,Disneyland_HongKong
173,655346617,5,2019-2,Hong Kong,Disneyland_HongKong
174,655333001,4,2018-12,Indonesia,Disneyland_HongKong
175,655303646,5,2019-2,Australia,Disneyland_HongKong
176,655211698,5,2019-2,India,Disneyland_HongKong
177,655118586,3,2019-2,Indonesia,Disneyland_HongKong
178,655103830,4,2019-2,Philippines,Disneyland_HongKong
179,654876699,4,2019-2,United States,Disneyland_HongKong
180,654875575,4,2018-12,United Kingdom,Disneyland_HongKong
181,654750950,5,2019-2,United States,Disneyland_HongKong
182,654630865,3,2018-3,Australia,Disneyland_HongKong
183,654423405,4,2019-2,Australia,Disneyland_HongKong
184,654370766,5,2018-12,Philippines,Disneyland_HongKong
185,654311662,5,2019-2,United Arab Emirates,Disneyland_HongKong
186,654277432,4,2018-12,Philippines,Disneyland_HongKong
187,654262613,4,2018-5,Malaysia,Disneyland_HongKong
188,654253938,5,2018-12,United Kingdom,Disneyland_HongKong
189,654228557,5,2018-5,Thailand,Disneyland_HongKong
190,654157584,3,2018-9,Israel,Disneyland_HongKong
191,654067920,4,2018-10,United Kingdom,Disneyland_HongKong
192,654000440,5,2019-2,Hong Kong,Disneyland_HongKong
193,653876809,2,2019-2,Canada,Disneyland_HongKong
194,653848409,4,2019-2,Australia,Disneyland_HongKong
195,653844637,4,2018-12,Canada,Disneyland_HongKong
196,653828557,4,2018-12,Hong Kong,Disneyland_HongKong
197,653746393,5,2018-3,United Arab Emirates,Disneyland_HongKong
198,653600635,5,2018-5,Indonesia,Disneyland_HongKong
199,653600185,4,2018-6,Hong Kong,Disneyland_HongKong
200,653385350,5,2019-2,United States,Disneyland_HongKong
201,653253498,5,2019-2,United Kingdom,Disneyland_HongKong
202,653113919,4,2018-11,Philippines,Disneyland_HongKong
203,652448447,4,2018-12,Australia,Disneyland_HongKong
204,652359698,4,2019-2,South Korea,Disneyland_HongKong
205,652131848,5,2019-2,Philippines,Disneyland_HongKong
206,651951452,5,2018-10,Australia,Disneyland_HongKong
207,651942733,4,2019-2,Singapore,Disneyland_HongKong
208,651939148,4,2019-2,Singapore,Disneyland_HongKong
209,651604695,5,2019-1,Australia,Disneyland_HongKong
210,651588060,4,2019-1,United States,Disneyland_HongKong
211,651485228,4,2019-1,Indonesia,Disneyland_HongKong
212,651448936,5,2019-1,Philippines,Disneyland_HongKong
213,651344985,5,2018-9,Australia,Disneyland_HongKong
214,651254404,4,2019-2,Philippines,Disneyland_HongKong
215,651240969,5,2018-3,Indonesia,Disneyland_HongKong
216,651195099,3,2018-8,United Kingdom,Disneyland_HongKong
217,651174980,5,2019-1,United Kingdom,Disneyland_HongKong
218,651114926,4,2019-1,United States,Disneyland_HongKong
219,650970688,5,2019-2,Philippines,Disneyland_HongKong
220,650850341,5,2019-1,Malaysia,Disneyland_HongKong
221,650797943,5,2019-2,Philippines,Disneyland_HongKong
222,650783012,4,2018-9,Turkey,Disneyland_HongKong
223,650782318,4,2018-10,Philippines,Disneyland_HongKong
224,650641639,4,2019-1,United States,Disneyland_HongKong
225,650513695,4,2018-9,United Kingdom,Disneyland_HongKong
226,650483884,5,2019-1,United Arab Emirates,Disneyland_HongKong
227,650466595,4,2019-1,United Arab Emirates,Disneyland_HongKong
228,650430073,3,2018-5,Philippines,Disneyland_HongKong
229,650343570,5,2018-5,India,Disneyland_HongKong
230,650263974,5,2019-2,India,Disneyland_HongKong
231,650219396,3,2019-2,United States,Disneyland_HongKong
232,650042039,5,2019-1,Philippines,Disneyland_HongKong
233,649919324,5,2019-2,United States,Disneyland_HongKong
234,649821596,5,2019-2,Canada,Disneyland_HongKong
235,649697067,2,2019-2,Indonesia,Disneyland_HongKong
236,649615606,1,2019-2,Macau,Disneyland_HongKong
237,649505825,2,2018-12,South Africa,Disneyland_HongKong
238,648916547,5,2019-1,Hong Kong,Disneyland_HongKong
239,648883235,4,2018-12,Philippines,Disneyland_HongKong
240,648859281,5,2019-1,Singapore,Disneyland_HongKong
241,648849806,4,2018-4,Hong Kong,Disneyland_HongKong
242,648834070,3,2018-12,Hong Kong,Disneyland_HongKong
243,648807816,4,2019-1,New Zealand,Disneyland_HongKong
244,648754199,5,2019-1,Thailand,Disneyland_HongKong
245,648706924,5,2018-12,Hong Kong,Disneyland_HongKong
246,648628091,3,2018-12,Australia,Disneyland_HongKong
247,648484730,3,2019-1,Australia,Disneyland_HongKong
248,648472485,4,2019-1,Australia,Disneyland_HongKong
249,648444997,4,2018-12,Australia,Disneyland_HongKong
250,648300626,2,2019-1,Canada,Disneyland_HongKong
251,648121774,3,2019-1,Egypt,Disneyland_HongKong
252,648095539,3,2019-1,Australia,Disneyland_HongKong
253,648071099,5,2019-1,Indonesia,Disneyland_HongKong
254,647888575,4,2018-4,Australia,Disneyland_HongKong
255,647822351,1,2018-10,Canada,Disneyland_HongKong
256,647735670,5,2019-1,United Kingdom,Disneyland_HongKong
257,647667853,4,2019-1,Indonesia,Disneyland_HongKong
258,647569763,4,2018-2,United Arab Emirates,Disneyland_HongKong
259,647494425,5,2018-12,Australia,Disneyland_HongKong
260,647490301,5,2019-1,Australia,Disneyland_HongKong
261,647484797,4,2018-11,Singapore,Disneyland_HongKong
262,647465079,5,2018-10,Thailand,Disneyland_HongKong
263,647464939,3,2019-1,China,Disneyland_HongKong
264,647328225,1,2019-1,Australia,Disneyland_HongKong
265,647274482,5,2018-2,Philippines,Disneyland_HongKong
266,647135021,5,2019-1,Canada,Disneyland_HongKong
267,647092615,5,2019-1,Singapore,Disneyland_HongKong
268,647071571,3,2019-1,Australia,Disneyland_HongKong
269,647038712,4,missing,Philippines,Disneyland_HongKong
270,647001327,5,2018-2,Canada,Disneyland_HongKong
271,646913356,4,2019-1,Australia,Disneyland_HongKong
272,646901894,5,2019-1,United Kingdom,Disneyland_HongKong
273,646890539,4,2019-1,Qatar,Disneyland_HongKong
274,646858337,4,2019-1,United States,Disneyland_HongKong
275,646759861,5,2018-12,South Africa,Disneyland_HongKong
276,646753240,2,2019-1,United Kingdom,Disneyland_HongKong
277,646707544,5,2019-1,Hong Kong,Disneyland_HongKong
278,646701623,3,2019-1,United States,Disneyland_HongKong
279,646552469,4,2019-1,Australia,Disneyland_HongKong
280,646499502,3,2018-3,Mexico,Disneyland_HongKong
281,646476331,4,2019-1,Hong Kong,Disneyland_HongKong
282,646466731,3,missing,Singapore,Disneyland_HongKong
283,646446513,3,2018-12,Australia,Disneyland_HongKong
284,646423425,5,2018-12,United States,Disneyland_HongKong
285,646389071,5,2018-12,United States,Disneyland_HongKong
286,646322909,4,2018-10,Australia,Disneyland_HongKong
287,646243168,5,2018-7,Indonesia,Disneyland_HongKong
288,646223504,4,2019-1,Australia,Disneyland_HongKong
289,646219083,4,2019-1,Singapore,Disneyland_HongKong
290,646216848,5,2018-12,Mauritius,Disneyland_HongKong
291,646207587,5,2018-12,Australia,Disneyland_HongKong
292,646128887,5,2018-12,United States,Disneyland_HongKong
293,646006193,4,2018-12,United Kingdom,Disneyland_HongKong
294,645867904,5,2019-1,Australia,Disneyland_HongKong
295,645712423,3,2019-1,India,Disneyland_HongKong
296,645656734,5,2018-2,Philippines,Disneyland_HongKong
297,645351564,5,2018-12,United States,Disneyland_HongKong
298,645320905,5,2018-10,Indonesia,Disneyland_HongKong
299,645245762,5,2019-1,United Kingdom,Disneyland_HongKong
300,645088792,5,2019-1,Australia,Disneyland_HongKong
301,644888113,3,2019-1,Sweden,Disneyland_HongKong
302,644886121,4,2019-1,Singapore,Disneyland_HongKong
303,644757890,5,2019-1,China,Disneyland_HongKong
304,644753275,5,2019-1,United Kingdom,Disneyland_HongKong
305,644681559,3,2019-1,Australia,Disneyland_HongKong
306,644673956,4,2019-1,Indonesia,Disneyland_HongKong
307,644662728,4,2018-12,India,Disneyland_HongKong
308,644646494,5,2018-6,Philippines,Disneyland_HongKong
309,644615085,4,2019-1,Australia,Disneyland_HongKong
310,644533706,5,2019-1,United Kingdom,Disneyland_HongKong
311,644515261,5,2018-12,India,Disneyland_HongKong
312,644480787,5,2018-12,South Africa,Disneyland_HongKong
313,644435072,5,2019-1,Indonesia,Disneyland_HongKong
314,644423763,5,2019-1,Australia,Disneyland_HongKong
315,644391939,5,2019-1,United Kingdom,Disneyland_HongKong
316,644334601,4,2018-12,Hong Kong,Disneyland_HongKong
317,644234622,4,2019-1,United Kingdom,Disneyland_HongKong
318,644207802,5,2018-12,South Africa,Disneyland_HongKong
319,644198402,3,2019-1,Singapore,Disneyland_HongKong
320,644141104,5,2019-1,United Kingdom,Disneyland_HongKong
321,644117022,5,2018-12,Australia,Disneyland_HongKong
322,643982268,5,2019-1,South Africa,Disneyland_HongKong
323,643940730,5,2018-12,Canada,Disneyland_HongKong
324,643934456,4,2019-1,Singapore,Disneyland_HongKong
325,643895752,5,2018-12,United Kingdom,Disneyland_HongKong
326,643881415,4,2018-12,Indonesia,Disneyland_HongKong
327,643665572,5,2018-12,United States,Disneyland_HongKong
328,643654267,4,2019-1,United States,Disneyland_HongKong
329,643637259,5,2018-6,Singapore,Disneyland_HongKong
330,643624675,5,2018-5,Australia,Disneyland_HongKong
331,643475292,5,2018-12,Qatar,Disneyland_HongKong
332,643466960,5,2018-12,Mauritius,Disneyland_HongKong
333,643428162,4,2018-12,China,Disneyland_HongKong
334,643422295,3,2018-12,Thailand,Disneyland_HongKong
335,643272932,4,2019-1,Australia,Disneyland_HongKong
336,643162499,3,2018-12,Indonesia,Disneyland_HongKong
337,642957807,3,2018-12,Singapore,Disneyland_HongKong
338,642829300,5,2018-2,Indonesia,Disneyland_HongKong
339,642826840,5,2018-12,Mauritius,Disneyland_HongKong
340,642784080,5,2019-1,China,Disneyland_HongKong
341,642738471,3,2018-12,South Africa,Disneyland_HongKong
342,642585839,4,2018-1,Australia,Disneyland_HongKong
343,642556031,5,2018-12,Hong Kong,Disneyland_HongKong
344,642538330,3,2018-12,Philippines,Disneyland_HongKong
345,642534419,2,2018-12,Singapore,Disneyland_HongKong
346,642511654,5,2018-12,Malaysia,Disneyland_HongKong
347,642502799,4,2018-12,Brazil,Disneyland_HongKong
348,642344564,4,2018-12,Philippines,Disneyland_HongKong
349,642327741,4,2018-12,Indonesia,Disneyland_HongKong
350,642111285,5,2018-12,Malaysia,Disneyland_HongKong
351,641999778,5,2018-12,Kenya,Disneyland_HongKong
352,641971317,4,2018-3,Philippines,Disneyland_HongKong
353,641953389,5,2018-12,United States,Disneyland_HongKong
354,641925696,5,2018-11,Singapore,Disneyland_HongKong
355,641894325,5,2018-12,Hong Kong,Disneyland_HongKong
356,641702414,3,2018-12,Singapore,Disneyland_HongKong
357,641689804,5,2018-12,Malaysia,Disneyland_HongKong
358,641689558,5,2018-12,Philippines,Disneyland_HongKong
359,641687100,5,2018-12,Philippines,Disneyland_HongKong
360,641678126,4,2018-12,Malaysia,Disneyland_HongKong
361,641583766,5,2018-12,Qatar,Disneyland_HongKong
362,641504543,3,2018-12,India,Disneyland_HongKong
363,641443147,5,2018-12,Malaysia,Disneyland_HongKong
364,641438636,4,2018-12,Thailand,Disneyland_HongKong
365,641398372,5,2018-12,Singapore,Disneyland_HongKong
366,641371536,4,2018-12,India,Disneyland_HongKong
367,641242774,4,2018-11,Malaysia,Disneyland_HongKong
368,641140654,4,2018-12,Singapore,Disneyland_HongKong
369,641111690,5,2018-12,United Kingdom,Disneyland_HongKong
370,641092318,4,2018-10,Philippines,Disneyland_HongKong
371,640991784,4,2018-12,Singapore,Disneyland_HongKong
372,640946320,5,2018-1,South Africa,Disneyland_HongKong
373,640917244,5,2018-12,Indonesia,Disneyland_HongKong
374,640854028,3,2018-12,United Kingdom,Disneyland_HongKong
375,640835372,5,2018-11,India,Disneyland_HongKong
376,640833353,3,2018-12,United Kingdom,Disneyland_HongKong
377,640787340,5,2018-12,India,Disneyland_HongKong
378,640784882,4,2018-12,South Africa,Disneyland_HongKong
379,640758135,5,2018-12,United States,Disneyland_HongKong
380,640680060,5,2018-6,China,Disneyland_HongKong
381,640609104,5,2018-12,Philippines,Disneyland_HongKong
382,640446960,5,2018-12,Indonesia,Disneyland_HongKong
383,640308759,5,2018-12,Australia,Disneyland_HongKong
384,640301169,5,2018-12,Malaysia,Disneyland_HongKong
385,640284771,5,2018-12,New Zealand,Disneyland_HongKong
386,640281862,5,2018-12,United States,Disneyland_HongKong
387,640088922,3,2018-12,Philippines,Disneyland_HongKong
388,640065863,4,2018-12,Singapore,Disneyland_HongKong
389,639932146,5,2018-10,India,Disneyland_HongKong
390,639822407,5,2018-1,Indonesia,Disneyland_HongKong
391,639816954,5,2018-12,Singapore,Disneyland_HongKong
392,639724380,5,2018-8,United Kingdom,Disneyland_HongKong
393,639703920,4,2018-12,Singapore,Disneyland_HongKong
394,639675534,5,2018-12,Australia,Disneyland_HongKong
395,639651854,5,2018-12,Singapore,Disneyland_HongKong
396,639591287,5,2018-12,Singapore,Disneyland_HongKong
397,639588094,5,2018-12,Canada,Disneyland_HongKong
398,639544170,3,2018-12,Canada,Disneyland_HongKong
399,639526309,3,2018-12,Australia,Disneyland_HongKong
400,639493185,5,2018-11,India,Disneyland_HongKong
401,639385882,5,2018-12,Singapore,Disneyland_HongKong
402,639377595,4,2018-12,Singapore,Disneyland_HongKong
403,639248372,5,2018-11,India,Disneyland_HongKong
404,639176495,5,2018-12,Singapore,Disneyland_HongKong
405,639119522,4,2018-12,Malaysia,Disneyland_HongKong
406,639082709,4,2018-12,Singapore,Disneyland_HongKong
407,639080102,5,2018-2,Hong Kong,Disneyland_HongKong
408,639048510,4,2018-12,Thailand,Disneyland_HongKong
409,639041135,4,2018-11,Malaysia,Disneyland_HongKong
410,639039779,4,2018-10,Hong Kong,Disneyland_HongKong
411,639032959,4,2018-12,Hong Kong,Disneyland_HongKong
412,638867384,4,2018-12,Singapore,Disneyland_HongKong
413,638754324,4,2018-12,Malaysia,Disneyland_HongKong
414,638739579,5,2018-6,Australia,Disneyland_HongKong
415,638701393,5,2018-10,Hong Kong,Disneyland_HongKong
416,638511615,2,2018-11,Philippines,Disneyland_HongKong
417,638485655,5,2018-8,Hong Kong,Disneyland_HongKong
418,638479949,4,2018-11,Canada,Disneyland_HongKong
419,638478152,5,2018-10,India,Disneyland_HongKong
420,638438046,4,2018-4,Hong Kong,Disneyland_HongKong
421,638437626,4,2018-12,Australia,Disneyland_HongKong
422,638399078,5,2018-10,United States,Disneyland_HongKong
423,638229418,5,2018-4,Philippines,Disneyland_HongKong
424,638139255,4,2018-12,United Kingdom,Disneyland_HongKong
425,637971019,3,2018-1,South Africa,Disneyland_HongKong
426,637934986,3,2018-12,China,Disneyland_HongKong
427,637824402,5,2018-11,United Kingdom,Disneyland_HongKong
428,637801329,5,2018-10,Philippines,Disneyland_HongKong
429,637717411,4,2018-12,Philippines,Disneyland_HongKong
430,637646223,5,2018-12,Singapore,Disneyland_HongKong
431,637558796,4,2018-11,United Kingdom,Disneyland_HongKong
432,637537249,5,2018-12,United States,Disneyland_HongKong
433,637360774,4,2018-12,Australia,Disneyland_HongKong
434,637328126,4,2018-11,Philippines,Disneyland_HongKong
435,637245098,5,2018-11,United States,Disneyland_HongKong
436,637237172,5,2018-3,South Africa,Disneyland_HongKong
437,637203765,1,2018-11,Thailand,Disneyland_HongKong
438,637124175,5,2018-1,Malaysia,Disneyland_HongKong
439,637121787,5,2018-10,Hong Kong,Disneyland_HongKong
440,637088934,5,2018-10,United States,Disneyland_HongKong
441,637051404,4,2018-11,United States,Disneyland_HongKong
442,637027244,5,2018-10,Canada,Disneyland_HongKong
443,636984092,5,2018-11,Australia,Disneyland_HongKong
444,636976244,5,2018-10,South Korea,Disneyland_HongKong
445,636961092,5,2018-12,India,Disneyland_HongKong
446,636957064,5,2018-11,United States,Disneyland_HongKong
447,636956072,4,2018-1,Philippines,Disneyland_HongKong
448,636822111,4,2018-11,United Kingdom,Disneyland_HongKong
449,636802253,5,2018-12,Singapore,Disneyland_HongKong
450,636762728,5,2018-1,Philippines,Disneyland_HongKong
451,636751126,5,2018-12,Philippines,Disneyland_HongKong
452,636623334,5,2018-11,Singapore,Disneyland_HongKong
453,636613334,5,2018-11,Philippines,Disneyland_HongKong
454,636594687,5,2018-11,Malaysia,Disneyland_HongKong
455,636521622,5,2018-11,South Africa,Disneyland_HongKong
456,636478172,5,2018-11,United Kingdom,Disneyland_HongKong
457,636242343,5,2018-11,Philippines,Disneyland_HongKong
458,636209289,4,2018-11,Australia,Disneyland_HongKong
459,635935092,3,2018-11,Singapore,Disneyland_HongKong
460,635931790,5,2018-10,United Kingdom,Disneyland_HongKong
461,635930934,4,2018-11,Singapore,Disneyland_HongKong
462,635601951,4,2018-11,United States,Disneyland_HongKong
463,635563003,3,2018-11,Singapore,Disneyland_HongKong
464,635328081,5,2018-11,United Kingdom,Disneyland_HongKong
465,635321205,3,2018-11,United States,Disneyland_HongKong
466,635155975,5,2018-9,Singapore,Disneyland_HongKong
467,635153495,5,2018-4,Singapore,Disneyland_HongKong
468,635146061,5,2018-11,United Kingdom,Disneyland_HongKong
469,635034738,5,2018-11,United States,Disneyland_HongKong
470,634641453,3,2018-11,United States,Disneyland_HongKong
471,634532758,5,2018-10,Australia,Disneyland_HongKong
472,634518245,5,2018-11,Australia,Disneyland_HongKong
473,634289809,4,2018-11,Australia,Disneyland_HongKong
474,634068727,5,2018-11,United States,Disneyland_HongKong
475,633941812,1,2018-7,Hong Kong,Disneyland_HongKong
476,633935860,4,2018-4,Hong Kong,Disneyland_HongKong
477,633917478,5,2018-8,China,Disneyland_HongKong
478,633871918,4,2018-11,United Kingdom,Disneyland_HongKong
479,633866608,3,2018-11,Singapore,Disneyland_HongKong
480,633745686,5,2018-10,United Kingdom,Disneyland_HongKong
481,633611617,4,2018-11,Singapore,Disneyland_HongKong
